order_id,order_date,customer_id,customer_type,product_category,product_name,unit_price,quantity,total_amount,prefecture,payment_method
K001537,2024-03-09,C0295,法人,生活用品,紙コップ（100個）,1683,5,8414,東京,請求書払い
K004530,2024-03-09,C0160,法人,生活用品,紙コップ（100個）,512,13,6660,愛知,請求書払い
K000903,2024-03-09,C0032,法人,文具,付箋セット,1374,11,15109,東京,請求書払い
K002924,2024-03-09,C0267,法人,OA用品,電卓,2749,1,2749,大阪,請求書払い
K001539,2024-03-09,C0163,個人,生活用品,ゴミ袋（90L・50枚）,1876,2,3752,東京,クレジットカード
K000785,2024-03-09,C0066,法人,生活用品,ハンドソープ詰替,1170,8,9359,埼玉,請求書払い
K000593,2024-03-09,C0237,個人,食品飲料,スティックスープ,1369,5,6847,神奈川,クレジットカード
K000722,2024-03-09,C0235,個人,OA用品,LANケーブル（5m）,820,4,3279,東京,クレジットカード
K001327,2024-03-09,C0137,個人,文具,ノート（A4・5冊）,1269,16,20310,埼玉,クレジットカード
K004447,2024-03-09,C0102,個人,生活用品,紙コップ（100個）,805,13,10466,埼玉,クレジットカード
K001372,2024-03-09,C0086,個人,オフィス家具,オフィスチェア,1664,2,3328,大阪,クレジットカード
K003282,2024-03-10,C0299,法人,文具,クリアファイル（20枚）,1314,1,1314,東京,請求書払い
K000621,2024-03-10,,法人,OA用品,USBメモリ32GB,794,1,794,埼玉,請求書払い
K000016,2024-03-10,C0023,法人,文具,付箋セット,722,2,1444,大阪,クレジットカード
K003757,2024-03-10,C0093,個人,食品飲料,ミネラルウォーター（24本）,808,6,4846,北海道,クレジットカード
K004370,2024-03-10,C0101,個人,OA用品,USBメモリ32GB,1767,7,12370,神奈川,クレジットカード
K004360,2024-03-10,C0156,法人,食品飲料,緑茶ペット（24本）,1356,5,6778,東京,請求書払い
K001967,2024-03-10,C0129,個人,生活用品,ハンドソープ詰替,1782,8,14256,福岡,クレジットカード
K004608,2024-03-10,C0108,個人,文具,修正テープ,640,2,1280,東京,請求書払い
K003606,2024-03-10,C0249,個人,生活用品,ハンドソープ詰替,744,3,2232,東京,クレジットカード
K002113,2024-03-10,C0231,法人,文具,ボールペン（10本）,817,7,5722,神奈川,銀行振込
K002880,2024-03-11,C0232,法人,OA用品,電卓,1773,8,14180,大阪,請求書払い
K003095,2024-03-11,C0038,法人,食品飲料,個包装菓子アソート,2191,1,2191,東京,銀行振込
K004747,2024-03-11,C0034,法人,食品飲料,個包装菓子アソート,2217,4,8867,大阪,請求書払い
K004782,2024-03-11,C0026,法人,食品飲料,スティックスープ,497,13,6461,埼玉,請求書払い
K000690,2024-03-11,C0126,法人,文具,ボールペン（10本）,1195,5,5975,大阪,請求書払い
K001001,2024-03-11,C0100,個人,文具,修正テープ,888,2,1776,福岡,クレジットカード
K002800,2024-03-11,C0283,個人,OA用品,USBメモリ32GB,552,17,9392,埼玉,代金引換
K001808,2024-03-11,C0103,法人,OA用品,LANケーブル（5m）,2100,4,8399,大阪,請求書払い
K001098,2024-03-11,C0291,法人,文具,ボールペン（10本）,1343,8,10744,東京,請求書払い
K003355,2024-03-11,C0121,個人,文具,付箋セット,9382,1,9382,東京,クレジットカード
K003378,2024-03-11,C0144,個人,文具,修正テープ,1285,5,6424,北海道,クレジットカード
K000856,2024-03-11,C0107,個人,生活用品,ゴミ袋（90L・50枚）,3232,3,9696,神奈川,クレジットカード
K000494,2024-03-11,C0185,法人,オフィス家具,パーテーション,1264,13,16429,東京,請求書払い
K004230,2024-03-11,C0108,個人,生活用品,紙コップ（100個）,1200,2,2400,大阪,請求書払い
K001981,2024-03-11,C0075,法人,OA用品,電卓,1347,8,10778,埼玉,クレジットカード
K000118,2024-03-11,C0064,法人,OA用品,LANケーブル（5m）,573,26,14900,埼玉,請求書払い
K003176,2024-03-11,C0200,法人,OA用品,トナーカートリッジ,2686,13,34917,埼玉,請求書払い
K001240,2024-03-11,C0029,法人,オフィス家具,デスクトップワゴン,730,5,3649,大阪,クレジットカード
K004196,2024-03-11,C0240,法人,OA用品,コピー用紙（A4・500枚）,1812,13,23557,大阪,請求書払い
K001898,2024-03-11,C0022,個人,OA用品,USBメモリ32GB,1072,12,12860,神奈川,請求書払い
K000050,2024-03-11,C0197,個人,OA用品,コピー用紙（A4・500枚）,746,4,2984,神奈川,クレジットカード
K004804,2024-03-11,C0264,個人,生活用品,紙コップ（100個）,1056,2,2112,東京,クレジットカード
K004391,2024-03-11,C0091,個人,文具,修正テープ,963,5,4817,東京,請求書払い
K002139,2024-03-11,C0198,法人,OA用品,USBメモリ32GB,4149,2,8299,神奈川,銀行振込
K000168,2024-03-11,C0255,法人,文具,ノート（A4・5冊）,1689,23,38857,埼玉,請求書払い
K003756,2024-03-11,C0083,個人,文具,ノート（A4・5冊）,1453,8,11626,埼玉,クレジットカード
K004959,2024-03-11,C0013,個人,OA用品,コピー用紙（A4・500枚）,1149,3,3447,福岡,請求書払い
K003724,2024-03-11,C0099,法人,文具,ボールペン（10本）,1709,4,6837,東京,請求書払い
K000669,2024-03-11,C0021,個人,文具,ボールペン（10本）,1546,14,21642,福岡,クレジットカード
K003603,2024-03-11,C0035,法人,食品飲料,緑茶ペット（24本）,1514,2,3029,福岡,銀行振込
K004659,2024-03-11,C0142,法人,文具,ボールペン（10本）,734,17,12471,愛知,銀行振込
K002238,2024-03-11,C0170,法人,食品飲料,ドリップコーヒー（50杯）,1083,4,4333,東京,請求書払い
K003577,2024-03-12,C0279,法人,OA用品,トナーカートリッジ,2417,34,82193,福岡,請求書払い
K004873,2024-03-12,C0112,法人,OA用品,電卓,919,2,1838,東京,クレジットカード
K003590,2024-03-12,C0010,法人,生活用品,トイレットペーパー（12ロール）,1198,4,4791,愛知,請求書払い
K000235,2024-03-12,C0033,法人,生活用品,ウェットティッシュ,578,11,6362,東京,請求書払い
K004708,2024-03-12,C0137,個人,OA用品,トナーカートリッジ,368,4,1472,東京,クレジットカード
K001601,2024-03-12,C0231,法人,OA用品,電卓,641,7,4487,埼玉,銀行振込
K003334,2024-03-12,C0044,法人,OA用品,電卓,2810,7,19667,埼玉,請求書払い
K000369,2024-03-12,C0071,個人,生活用品,紙コップ（100個）,1019,5,5094,東京,クレジットカード
K003369,2024-03-12,C0105,個人,オフィス家具,パーテーション,1838,6,11028,埼玉,代金引換
K002961,2024-03-12,C0189,法人,オフィス家具,書庫（スチール）,854,4,3415,東京,銀行振込
K004202,2024-03-12,C0298,個人,生活用品,ゴミ袋（90L・50枚）,241,2,482,大阪,クレジットカード
K001738,2024-03-12,C0290,法人,生活用品,トイレットペーパー（12ロール）,1232,5,6159,福岡,請求書払い
K002853,2024-03-12,C0107,個人,オフィス家具,書庫（スチール）,1050,4,4200,福岡,クレジットカード
K004914,2024-03-12,C0258,個人,文具,ボールペン（10本）,802,2,1604,東京,代金引換
K000599,2024-03-12,C0199,法人,文具,修正テープ,545,7,3815,埼玉,請求書払い
K004856,2024-03-12,C0162,個人,文具,修正テープ,1828,1,1828,東京,クレジットカード
K001515,2024-03-12,C0040,個人,食品飲料,個包装菓子アソート,819,8,6550,東京,請求書払い
K004519,2024-03-12,C0080,法人,文具,付箋セット,641,7,4487,北海道,クレジットカード
K000058,2024-03-12,C0140,法人,OA用品,USBメモリ32GB,604,17,10265,愛知,請求書払い
K002290,2024-03-12,C0266,個人,文具,クリアファイル（20枚）,2924,2,5848,神奈川,代金引換
K004014,2024-03-12,C0112,法人,OA用品,電卓,2096,13,27245,埼玉,請求書払い
K003203,2024-03-12,C0164,法人,文具,修正テープ,1558,1,1558,東京,請求書払い
K002743,2024-03-12,C0131,法人,生活用品,トイレットペーパー（12ロール）,988,4,3952,愛知,請求書払い
K002788,2024-03-12,C0260,法人,オフィス家具,デスクトップワゴン,575,10,5749,東京,銀行振込
K002448,2024-03-12,C0111,個人,文具,ノート（A4・5冊）,1138,7,7967,埼玉,クレジットカード
K003499,2024-03-12,,個人,OA用品,LANケーブル（5m）,2654,1,2654,北海道,クレジットカード
K003031,2024-03-13,C0223,法人,OA用品,コピー用紙（A4・500枚）,1529,2,3057,東京,クレジットカード
K003115,2024-03-13,C0039,個人,オフィス家具,会議用テーブル,1055,5,5277,大阪,クレジットカード
K002112,2024-03-13,C0033,法人,OA用品,LANケーブル（5m）,2364,5,11821,神奈川,銀行振込
K004371,2024-03-13,C0039,個人,生活用品,紙コップ（100個）,1334,4,5334,東京,代金引換
K002031,2024-03-13,C0125,法人,文具,付箋セット,1745,4,6978,大阪,請求書払い
K001337,2024-03-13,C0015,個人,文具,付箋セット,3169,7,22183,神奈川,クレジットカード
K001439,2024-03-13,C0293,個人,OA用品,LANケーブル（5m）,1027,4,4109,福岡,請求書払い
K001848,2024-03-13,C0056,個人,OA用品,トナーカートリッジ,1101,4,4402,北海道,クレジットカード
K004820,2024-03-13,C0192,個人,OA用品,コピー用紙（A4・500枚）,673,6,4040,大阪,クレジットカード
K001296,2024-03-13,C0092,法人,文具,ボールペン（10本）,619,13,8045,福岡,請求書払い
K001257,2024-03-13,C0151,法人,文具,ボールペン（10本）,475,2,951,大阪,請求書払い
K004601,2024-03-13,C0113,法人,生活用品,トイレットペーパー（12ロール）,1734,2,3468,大阪,請求書払い
K000072,2024-03-13,C0240,法人,OA用品,電卓,639,10,6394,埼玉,請求書払い
K002067,2024-03-13,C0056,個人,文具,付箋セット,1227,2,2453,東京,クレジットカード
K003135,2024-03-13,C0128,法人,食品飲料,緑茶ペット（24本）,1400,5,6999,北海道,請求書払い
K001906,2024-03-13,C0253,法人,食品飲料,ドリップコーヒー（50杯）,1241,8,9929,東京,銀行振込
K002674,2024-03-13,C0222,個人,食品飲料,スティックスープ,1274,1,1274,東京,請求書払い
K003348,2024-03-13,C0071,個人,文具,付箋セット,462,2,924,大阪,クレジットカード
K002466,2024-03-13,C0194,法人,オフィス家具,オフィスチェア,1900,2,3801,愛知,請求書払い
K004532,2024-03-13,C0024,個人,文具,ボールペン（10本）,925,3,2774,神奈川,代金引換
K001627,2024-03-13,C0085,法人,文具,修正テープ,437,4,1749,福岡,請求書払い
K000027,2024-03-13,C0035,法人,オフィス家具,書庫（スチール）,821,2,1641,東京,クレジットカード
K003083,2024-03-13,C0168,法人,OA用品,コピー用紙（A4・500枚）,1738,2,3475,北海道,請求書払い
K004050,2024-03-13,C0123,個人,文具,付箋セット,1508,4,6030,神奈川,クレジットカード
K000729,2024-03-13,C0217,個人,OA用品,USBメモリ32GB,1490,1,1490,埼玉,クレジットカード
K002505,2024-03-13,C0037,法人,オフィス家具,会議用テーブル,1213,2,2427,東京,銀行振込
K002878,2024-03-14,C0160,法人,文具,ノート（A4・5冊）,1896,2,3793,北海道,請求書払い
K004723,2024-03-14,C0217,個人,食品飲料,緑茶ペット（24本）,1073,12,12878,福岡,クレジットカード
K004881,2024-03-14,C0222,個人,文具,付箋セット,907,7,6346,福岡,クレジットカード
K002883,2024-03-14,C0116,個人,生活用品,ゴミ袋（90L・50枚）,3110,11,34210,福岡,代金引換
K002293,2024-03-14,C0201,個人,オフィス家具,会議用テーブル,1107,15,16601,東京,クレジットカード
K002073,2024-03-14,C0009,法人,生活用品,ハンドソープ詰替,958,11,10534,東京,銀行振込
K002651,2024-03-14,C0113,法人,文具,クリアファイル（20枚）,1203,4,4810,大阪,請求書払い
K003051,2024-03-14,C0033,法人,OA用品,コピー用紙（A4・500枚）,718,15,10776,東京,請求書払い
K002492,2024-03-14,C0053,法人,食品飲料,個包装菓子アソート,978,11,10755,大阪,銀行振込
K000945,2024-03-14,C0137,個人,OA用品,電卓,1590,3,4769,神奈川,代金引換
K000607,2024-03-14,C0130,法人,オフィス家具,デスクトップワゴン,1658,10,16578,東京,クレジットカード
K002093,2024-03-14,C0204,法人,OA用品,LANケーブル（5m）,1065,14,14914,愛知,請求書払い
K001821,2024-03-14,C0193,個人,文具,ノート（A4・5冊）,996,3,2987,大阪,請求書払い
K004473,2024-03-14,C0232,法人,文具,クリアファイル（20枚）,1520,4,6082,神奈川,請求書払い
K001411,2024-03-14,C0246,法人,生活用品,ウェットティッシュ,1132,5,5661,北海道,請求書払い
K004908,2024-03-14,C0021,個人,OA用品,トナーカートリッジ,358,3,1073,福岡,請求書払い
K003258,2024-03-14,C0120,個人,OA用品,コピー用紙（A4・500枚）,1397,7,9778,福岡,クレジットカード
K003261,2024-03-14,C0281,法人,文具,付箋セット,719,10,7189,北海道,請求書払い
K004592,2024-03-14,C0175,個人,OA用品,電卓,611,4,2444,東京,クレジットカード
K001667,2024-03-14,C0090,法人,オフィス家具,デスクトップワゴン,1758,5,8791,神奈川,請求書払い
K003825,2024-03-14,C0069,個人,オフィス家具,パーテーション,2172,2,4345,埼玉,クレジットカード
K003290,2024-03-14,C0087,法人,食品飲料,ミネラルウォーター（24本）,1236,1,1236,東京,請求書払い
K003656,2024-03-14,C0068,個人,OA用品,電卓,1495,5,7475,東京,代金引換
K004962,2024-03-14,C0089,個人,文具,クリアファイル（20枚）,1675,3,5024,東京,クレジットカード
K000896,2024-03-14,C0144,個人,オフィス家具,会議用テーブル,879,9,7913,東京,代金引換
K001894,2024-03-14,C0249,個人,生活用品,紙コップ（100個）,1077,1,1077,東京,請求書払い
K004978,2024-03-14,C0292,法人,生活用品,ウェットティッシュ,2147,2,4295,愛知,請求書払い
K003640,2024-03-14,C0186,法人,食品飲料,個包装菓子アソート,205,7,1432,東京,請求書払い
K004283,2024-03-14,C0220,法人,生活用品,ゴミ袋（90L・50枚）,2567,2,5134,東京,銀行振込
K000901,2024-03-14,C0012,法人,OA用品,USBメモリ32GB,1066,13,13854,埼玉,請求書払い
K000855,2024-03-14,C0216,法人,生活用品,ウェットティッシュ,1640,2,3280,愛知,請求書払い
K000014,2024-03-15,C0192,個人,文具,ノート（A4・5冊）,492,2,984,東京,クレジットカード
K003496,2024-03-15,C0255,法人,文具,ボールペン（10本）,1182,5,5911,東京,請求書払い
K002659,2024-03-15,C0187,個人,食品飲料,個包装菓子アソート,1069,6,6417,東京,クレジットカード
K001233,2024-03-15,C0146,個人,生活用品,ゴミ袋（90L・50枚）,485,2,971,愛知,クレジットカード
K003791,2024-03-15,C0080,法人,OA用品,LANケーブル（5m）,2509,5,12545,愛知,銀行振込
K000853,2024-03-15,C0128,法人,生活用品,ハンドソープ詰替,862,5,4312,神奈川,請求書払い
K000562,2024-03-15,C0022,個人,生活用品,トイレットペーパー（12ロール）,899,11,9886,埼玉,クレジットカード
K003992,2024-03-15,C0243,個人,OA用品,トナーカートリッジ,458,2,915,東京,クレジットカード
K001556,2024-03-15,C0186,法人,文具,修正テープ,1590,7,11133,東京,請求書払い
K003520,2024-03-15,C0251,法人,文具,ノート（A4・5冊）,2345,10,23452,埼玉,銀行振込
K004485,2024-03-15,C0227,法人,生活用品,ゴミ袋（90L・50枚）,2357,13,30643,神奈川,請求書払い
K002527,2024-03-15,C0242,個人,生活用品,トイレットペーパー（12ロール）,570,7,3993,大阪,請求書払い
K003746,2024-03-15,C0134,法人,文具,修正テープ,1571,11,17285,東京,銀行振込
K003351,2024-03-15,C0076,個人,OA用品,電卓,2056,2,4112,埼玉,代金引換
K002780,2024-03-15,C0032,法人,文具,ノート（A4・5冊）,545,2,1091,福岡,請求書払い
K003120,2024-03-15,C0226,個人,食品飲料,個包装菓子アソート,1080,5,5399,大阪,クレジットカード
K001872,2024-03-15,C0152,法人,生活用品,ウェットティッシュ,485,4,1939,埼玉,請求書払い
K003443,2024-03-15,C0215,法人,文具,ノート（A4・5冊）,2135,4,8540,埼玉,銀行振込
K001362,2024-03-15,C0181,個人,文具,ノート（A4・5冊）,943,6,5657,愛知,代金引換
K004062,2024-03-15,C0008,個人,文具,修正テープ,1244,2,2488,東京,クレジットカード
K004578,2024-03-15,,法人,文具,修正テープ,640,4,2559,大阪,請求書払い
K000643,2024-03-15,C0280,法人,オフィス家具,デスクトップワゴン,1753,1,1753,愛知,請求書払い
K000974,2024-03-15,C0047,法人,オフィス家具,会議用テーブル,1625,8,13003,東京,請求書払い
K000622,2024-03-15,C0293,個人,生活用品,ハンドソープ詰替,667,20,13350,東京,クレジットカード
K002182,2024-03-15,C0068,個人,文具,ノート（A4・5冊）,760,6,4557,大阪,クレジットカード
K003541,2024-03-15,C0149,法人,食品飲料,緑茶ペット（24本）,494,4,1977,大阪,銀行振込
K004543,2024-03-15,C0198,法人,生活用品,ゴミ袋（90L・50枚）,685,2,1369,福岡,請求書払い
K004966,2024-03-16,C0180,法人,文具,ボールペン（10本）,574,15,8616,愛知,銀行振込
K004340,2024-03-16,C0264,個人,OA用品,LANケーブル（5m）,1957,6,11739,東京,クレジットカード
K001459,2024-03-16,C0290,法人,文具,ノート（A4・5冊）,999,2,1997,東京,請求書払い
K001752,2024-03-16,C0180,法人,文具,修正テープ,1155,20,23097,北海道,請求書払い
K001708,2024-03-16,C0104,法人,食品飲料,ドリップコーヒー（50杯）,2749,2,5498,北海道,請求書払い
K001575,2024-03-16,C0118,法人,生活用品,ウェットティッシュ,313,4,1250,北海道,請求書払い
K002663,2024-03-16,C0249,個人,文具,ボールペン（10本）,1710,7,11970,大阪,クレジットカード
K000298,2024-03-16,C0216,法人,文具,クリアファイル（20枚）,1395,2,2791,愛知,請求書払い
K003371,2024-03-17,C0250,個人,オフィス家具,デスクトップワゴン,1009,6,6055,福岡,請求書払い
K003623,2024-03-17,C0175,個人,食品飲料,緑茶ペット（24本）,2149,24,51567,神奈川,代金引換
K004725,2024-03-17,C0074,個人,食品飲料,緑茶ペット（24本）,363,11,3991,東京,クレジットカード
K002408,2024-03-17,C0243,個人,OA用品,LANケーブル（5m）,525,3,1576,神奈川,クレジットカード
K004085,2024-03-17,C0080,法人,文具,クリアファイル（20枚）,1078,10,10779,大阪,請求書払い
K001324,2024-03-17,C0116,個人,文具,ノート（A4・5冊）,578,3,1733,愛知,クレジットカード
K003315,2024-03-17,C0086,個人,文具,修正テープ,1872,2,3744,東京,クレジットカード
K003237,2024-03-17,C0183,法人,OA用品,電卓,12946,7,90624,埼玉,請求書払い
K002297,2024-03-17,C0143,法人,OA用品,USBメモリ32GB,1056,8,8449,神奈川,請求書払い
K001079,2024-03-17,C0099,法人,文具,付箋セット,1317,4,5269,東京,請求書払い
K004132,2024-03-17,C0061,法人,生活用品,紙コップ（100個）,580,15,8698,大阪,クレジットカード
K003605,2024-03-17,C0076,個人,OA用品,電卓,954,6,5725,東京,請求書払い
K001134,2024-03-18,C0243,個人,文具,クリアファイル（20枚）,1058,5,5288,愛知,クレジットカード
K001216,2024-03-18,C0205,個人,文具,ボールペン（10本）,1545,11,16994,神奈川,クレジットカード
K000132,2024-03-18,C0088,法人,文具,クリアファイル（20枚）,1446,5,7232,東京,銀行振込
K003230,2024-03-18,C0019,個人,文具,ボールペン（10本）,1129,2,2257,埼玉,クレジットカード
K002039,2024-03-18,C0239,法人,文具,付箋セット,1475,24,35398,東京,クレジットカード
K003305,2024-03-18,C0066,法人,オフィス家具,オフィスチェア,527,13,6853,東京,クレジットカード
K004568,2024-03-18,C0037,法人,OA用品,トナーカートリッジ,1406,13,18283,大阪,請求書払い
K000214,2024-03-18,C0104,法人,OA用品,LANケーブル（5m）,1806,1,1806,神奈川,クレジットカード
K004357,2024-03-18,C0031,個人,OA用品,コピー用紙（A4・500枚）,1145,3,3436,東京,クレジットカード
K003830,2024-03-18,C0114,法人,OA用品,LANケーブル（5m）,454,5,2269,東京,請求書払い
K000831,2024-03-18,C0026,法人,文具,ノート（A4・5冊）,1455,4,5818,東京,請求書払い
K001840,2024-03-18,C0149,法人,文具,ボールペン（10本）,828,7,5799,東京,銀行振込
K002915,2024-03-18,C0171,個人,OA用品,USBメモリ32GB,435,6,2609,福岡,クレジットカード
K003884,2024-03-18,C0298,個人,食品飲料,スティックスープ,909,3,2726,大阪,代金引換
K000469,2024-03-18,C0162,個人,OA用品,コピー用紙（A4・500枚）,2065,1,2065,大阪,代金引換
K003622,2024-03-18,C0126,法人,OA用品,USBメモリ32GB,1606,11,17663,東京,請求書払い
K001952,2024-03-18,C0043,法人,文具,ボールペン（10本）,313,8,2507,東京,請求書払い
K000880,2024-03-18,C0073,個人,OA用品,トナーカートリッジ,2059,2,4118,福岡,クレジットカード
K002857,2024-03-18,C0023,法人,OA用品,電卓,2460,4,9841,北海道,銀行振込
K001011,2024-03-18,C0264,個人,OA用品,LANケーブル（5m）,940,1,940,神奈川,クレジットカード
K001097,2024-03-18,C0034,法人,食品飲料,ミネラルウォーター（24本）,757,2,1514,埼玉,銀行振込
K003934,2024-03-18,C0254,法人,文具,ボールペン（10本）,651,7,4558,大阪,請求書払い
K003983,2024-03-18,C0099,法人,文具,ノート（A4・5冊）,1180,7,8260,神奈川,クレジットカード
K002575,2024-03-18,C0076,個人,OA用品,LANケーブル（5m）,450,4,1800,大阪,クレジットカード
K004443,2024-03-18,C0172,個人,文具,付箋セット,1154,7,8075,愛知,代金引換
K001112,2024-03-18,C0092,法人,OA用品,USBメモリ32GB,3350,1,3350,大阪,請求書払い
K001113,2024-03-18,C0063,個人,OA用品,トナーカートリッジ,865,6,5189,埼玉,代金引換
K002824,2024-03-18,C0170,法人,オフィス家具,書庫（スチール）,827,5,4134,愛知,銀行振込
K002742,2024-03-18,C0049,個人,文具,クリアファイル（20枚）,981,19,18643,大阪,クレジットカード
K004365,2024-03-19,C0269,法人,OA用品,トナーカートリッジ,1226,7,8582,東京,請求書払い
K004928,2024-03-19,C0162,個人,OA用品,コピー用紙（A4・500枚）,2281,2,4561,神奈川,代金引換
K004565,2024-03-19,C0032,法人,生活用品,ゴミ袋（90L・50枚）,2939,21,61720,大阪,クレジットカード
K004020,2024-03-19,C0170,法人,文具,付箋セット,1252,1,1252,東京,請求書払い
K001232,2024-03-19,C0280,法人,オフィス家具,デスクトップワゴン,698,4,2793,北海道,請求書払い
K000881,2024-03-19,C0049,個人,食品飲料,ドリップコーヒー（50杯）,1188,9,10695,大阪,クレジットカード
K000543,2024-03-19,C0259,個人,文具,付箋セット,930,2,1861,東京,代金引換
K001493,2024-03-19,C0221,個人,文具,クリアファイル（20枚）,801,12,9613,埼玉,クレジットカード
K003880,2024-03-19,C0125,法人,文具,ボールペン（10本）,801,5,4007,愛知,請求書払い
K002911,2024-03-19,C0233,法人,文具,ボールペン（10本）,906,24,21739,埼玉,クレジットカード
K002728,2024-03-19,C0069,個人,文具,ボールペン（10本）,793,5,3963,北海道,クレジットカード
K002908,2024-03-19,C0270,個人,OA用品,トナーカートリッジ,1934,1,1934,愛知,クレジットカード
K003984,2024-03-19,C0242,個人,OA用品,電卓,1401,3,4203,東京,クレジットカード
K001603,2024-03-19,C0240,法人,オフィス家具,会議用テーブル,1700,21,35700,福岡,クレジットカード
K003955,2024-03-19,C0108,個人,文具,付箋セット,1096,4,4382,大阪,クレジットカード
K000777,2024-03-19,C0087,法人,OA用品,トナーカートリッジ,1049,8,8395,埼玉,クレジットカード
K003813,2024-03-19,C0251,法人,OA用品,トナーカートリッジ,481,2,963,東京,銀行振込
K004080,2024-03-19,C0225,法人,文具,ボールペン（10本）,1823,13,23694,北海道,クレジットカード
K002471,2024-03-19,C0187,個人,文具,クリアファイル（20枚）,989,8,7912,神奈川,代金引換
K001581,2024-03-19,C0056,個人,文具,クリアファイル（20枚）,2261,2,4521,大阪,クレジットカード
K003437,2024-03-19,C0097,個人,文具,付箋セット,2462,3,7387,愛知,代金引換
K000109,2024-03-19,C0234,個人,食品飲料,スティックスープ,2875,4,11501,東京,クレジットカード
K003215,2024-03-19,C0211,法人,文具,クリアファイル（20枚）,1483,4,5930,大阪,請求書払い
K001090,2024-03-19,C0009,法人,生活用品,トイレットペーパー（12ロール）,1231,7,8618,東京,銀行振込
K001333,2024-03-19,C0267,法人,文具,ボールペン（10本）,1050,10,10500,大阪,銀行振込
K003419,2024-03-19,C0026,法人,生活用品,ウェットティッシュ,837,17,14223,埼玉,請求書払い
K003597,2024-03-19,C0026,法人,オフィス家具,書庫（スチール）,2158,4,8631,東京,銀行振込
K002175,2024-03-19,C0178,法人,生活用品,トイレットペーパー（12ロール）,1161,13,15099,神奈川,請求書払い
K001095,2024-03-19,C0051,法人,文具,クリアファイル（20枚）,1702,18,30638,東京,請求書払い
K001033,2024-03-19,C0016,法人,生活用品,紙コップ（100個）,3218,5,16090,埼玉,クレジットカード
K000174,2024-03-19,C0258,個人,OA用品,トナーカートリッジ,951,12,11408,東京,請求書払い
K003521,2024-03-19,C0122,法人,生活用品,ゴミ袋（90L・50枚）,1221,4,4883,大阪,請求書払い
K001555,2024-03-19,C0205,個人,オフィス家具,会議用テーブル,1016,4,4064,埼玉,クレジットカード
K000125,2024-03-19,C0229,個人,生活用品,紙コップ（100個）,2881,1,2881,大阪,代金引換
K002822,2024-03-19,C0072,法人,食品飲料,ドリップコーヒー（50杯）,901,4,3604,北海道,クレジットカード
K002269,2024-03-20,C0048,法人,生活用品,ゴミ袋（90L・50枚）,3113,40,124525,愛知,請求書払い
K004773,2024-03-20,C0196,法人,食品飲料,ミネラルウォーター（24本）,1205,2,2409,東京,請求書払い
K001609,2024-03-20,C0145,法人,文具,クリアファイル（20枚）,1879,7,13150,愛知,請求書払い
K003535,2024-03-20,C0163,個人,OA用品,コピー用紙（A4・500枚）,1104,5,5521,埼玉,請求書払い
K000664,2024-03-20,C0064,法人,OA用品,電卓,2807,2,5613,東京,銀行振込
K000159,2024-03-20,C0005,個人,OA用品,LANケーブル（5m）,1365,5,6826,福岡,代金引換
K003950,2024-03-20,C0031,個人,OA用品,USBメモリ32GB,1066,2,2133,東京,クレジットカード
K004082,2024-03-20,C0136,法人,OA用品,電卓,926,10,9263,東京,請求書払い
K004780,2024-03-20,C0199,法人,文具,ボールペン（10本）,1387,4,5550,東京,クレジットカード
K001636,2024-03-20,C0047,法人,生活用品,ウェットティッシュ,1552,5,7762,大阪,銀行振込
K001072,2024-03-20,C0186,法人,文具,ノート（A4・5冊）,2916,7,20415,東京,銀行振込
K004214,2024-03-20,C0043,法人,オフィス家具,デスクトップワゴン,1465,13,19045,愛知,銀行振込
K004874,2024-03-20,C0062,法人,OA用品,電卓,1407,11,15482,埼玉,請求書払い
K003684,2024-03-20,C0073,個人,生活用品,紙コップ（100個）,1428,11,15711,福岡,代金引換
K004598,2024-03-20,C0234,個人,食品飲料,個包装菓子アソート,700,2,1399,東京,クレジットカード
K003694,2024-03-20,,個人,生活用品,ゴミ袋（90L・50枚）,935,2,1869,東京,クレジットカード
K001391,2024-03-20,C0206,法人,OA用品,電卓,2092,7,14644,愛知,請求書払い
K003671,2024-03-20,C0235,個人,文具,ボールペン（10本）,904,6,5423,埼玉,クレジットカード
K004427,2024-03-20,C0043,法人,オフィス家具,デスクトップワゴン,1407,14,19691,愛知,請求書払い
K002567,2024-03-20,C0184,個人,文具,修正テープ,2505,3,7514,埼玉,代金引換
K000216,2024-03-20,C0300,法人,食品飲料,個包装菓子アソート,2318,2,4636,東京,クレジットカード
K000745,2024-03-20,C0094,個人,食品飲料,スティックスープ,841,5,4205,愛知,クレジットカード
K003236,2024-03-20,C0048,法人,食品飲料,スティックスープ,1649,4,6598,神奈川,請求書払い
K001047,2024-03-20,C0161,法人,OA用品,トナーカートリッジ,1306,8,10448,福岡,銀行振込
K004745,2024-03-20,C0121,個人,文具,ボールペン（10本）,892,4,3567,愛知,クレジットカード
K002982,2024-03-20,C0016,法人,オフィス家具,パーテーション,659,2,1318,大阪,銀行振込
K001562,2024-03-20,C0121,個人,文具,付箋セット,1844,2,3688,東京,クレジットカード
K001370,2024-03-20,C0211,法人,生活用品,ウェットティッシュ,2054,8,16433,神奈川,銀行振込
K001491,2024-03-20,C0107,個人,生活用品,ハンドソープ詰替,2519,11,27711,愛知,クレジットカード
